name	STL40001	STL50160	STL20014	STL10240	STL10562	STL50315	STL20316	STL11021	STL50425	STL40635	STL10896	STL40673	STL20497	STL20112	STL40455	STL10793	STL10956	STL20672	STL40720	STL50520	STL10191	STL20117	STL10877	STL40535	STL20481	STL40511	STL11080	STL40626	STL20539	STL40521	STL10860	STL40555	STL20522	STL40014	STL40593	STL20185	STL10458	STL11073	STL20276	STL10575	STL11057	STL11122	STL20136	STL40229	STL20378	STL40017	STL20644	STL20654	STL20630	STL40716	STL40691	STL20653	STL40701	STL20648	STL10603	STL20292	STL40244	STL10762	STL20184	STL11041	STL40554	STL40595	STL40066	STL40180	STL40437	STL40280	STL20461	STL40571	STL10915	STL40539	STL10884	STL11089	STL40487	STL40040	STL10705	STL10836	STL10590	STL10279	STL10263	STL20631	STL10811	STL11040	STL10126	STL10405	STL10177	STL10022	STL10180	STL40177	STL10037	STL10323	STL10504
cpd_353	42166	122344	45292	176484	62038	12258	24226	86672	79419	114911	14583	146453	95749	19303	107682	62496	16483	25302	122831	22977	134904	42211	12195	7800	28841	83552	83455	15718	21056	77702	165414	38833	55601	95229	28695	139426073	54006	32691	155362	12935	50313	9515	167468	370138	9202	22751	44094	13245	14486	144867	29101	18076	51647	15678	17108	449754	11582	58824	97902	10495364	7648	44823	20146	14671	41544	20085	50460	545689	268431	18793	12761	16828	30785	42734	446588	74767898	3910	26993	96117	5985	17090	104153	162821	101699063	330898	15487	10198	17889	44672568	16963	161972
cpd_354	189264	863601			1600738	71009	457720				325251	1038981	765196		349821				529924		45159	321602																																																																					
cpd_355	3699	19954	4208	76	39129	6102	18312			129	31559	39910	31064		464		405				3545	28055	8790	981	288		800		2259	21449	2990	2806	8280	202	5872	1165972	8224	6619	2946	11	155	1506	10539		15294	23482	2410					1356	9		878	31440		88902		545279	1		25468	10253	172	744	2877	4060	4198		173	239	3899	14244	12699	44071		1890	309	5661	41051	4859	79	1481720	32807	2441	2325	11246	1583237	85	646
cpd_356	58802	180651	46223	3029	249544	58978	134844	478	4936	5053	76117	222945	245476	1293	238	724	11809	8544	10988	2536	52767	138799	23753	11273	10971	168	12405	13876	28320	106907	1188	49292	48053	13	8767	109977	3972	34020	108641	876	3745	8814	106602		45056	187422	40342	2117		77	5477	13861	12675	10761	7886	183734	11453	591456	17	164753	14290	9789	209603	107802	18	22	49785	103	13	1758	5011	95	27919	22317	321	25428831	8303	11369	21	9623	72414	14905		121048	115586	8485	18549	35754	10857621	930	
cpd_357	3133	72448	13522		53063	20698	32547		12	98	47576	68821	45241	97	580	495	20138	13133	1415	866		7350	632	2649	1442	622	1600	377	3352	16024	349	13793	23330	236	14751		629	8589	13361	516	244	142	12092		24619	64788	2246				175	2046	2654	29	915	22519	1562	307019		322	1422	5569	91803	12475		466	28891	1189	671		2524	965	12198	2696			7854	87	187	250	59274	9189		424	58751	1307	15288	20095	27242	10	164
cpd_358	7229	14953	10963	906	17212	3796	7817	216		8301	8239	19393	38176	4551	30242	569	109	976	5534	427	7372	23860	87	535	416	4129	11006	11502	6960	968	2533	5671	1717	10016	11280	24555		12286	47555	1671	2949		49358	628	38212	8429		7614		1085	6251	1823	11477	489	1738	60002	644	13669	1628	133742	768	461	5179	4914	7218	15431	19537	68814		4615	1542	3373	1827	3703	30680	1613685		986	2197	7200	8230	624		89410	56486	4560	198	587	2527910	4969	489
cpd_359	15365	32195	20783	106169	39133	49261	38501	5643	5491	34221	20241	28540	31624	39242	21728	118430	7859	17739	8505	76894	11744	25207	19451	9831	12841	6725	116680	53765	22189	38770	47164	66794	10545	299602	25525	326210	58082	105446	35336	8375	107620	58749	29790	14129	42816	40103	26634	32236	74726	19882	15506	54746	25332	15846	106964	34871	22508	35001	63601	47067	18400	26683	23340	30792	68105	82316	17080	39590	88143	32737	178581	46761	27186	46660	128697		44919	50173	100202	13936	31530	32166	140030	40779	31827	45504	37314	45863	106849	28506	238269
cpd_360	153	90	115	31949		5058	1558	3902		3245	1218	38	224	4636	13336	46675	50	17	114		9493		9063	818	1926	229	60929	1048				1354		12954		27916	441	21746	242		27058	20264	314	332			72	12516	42010		4877	13885	78	8098	18398	3211	69	882	18546	1568	148	35			14171	961	81	3037	662	1147	57321	22683		5501	24509			32631	33782	1880			13385	910	2478	1788			2067	54784	7117
cpd_361	4393	13887	14050	52843	4010	29750	13055	9875	851	17203	16885	13045	14361	15540	10088	63269	2026	6201	4480	14098	13551	25992	25136	11502	10832	5972	50911	12134	14100	13108	11332	47210	11227	60886	9090	88312	31606	60790	15669	4616	96767	69278	21622	5359	12303	16002	15252	9292	37001	2521	17035	22326	19625	14149	115938	37053	17463	39971	56600	14748	11880	12351	23120	16500	48290	25581	8958	20257	38256	45722	74948	21100	11390	46997	96945	979	3294	51254	82324	11787	6763	10501	75153	17511	18437	50035	8337	14264	143455	56873	84026
cpd_362	1536	687	290	1315		193	330	8226	1900	9924	70		444	1814	962	1558	28	56			5135		740			3226	1942	1096		3793		3217	911	2822		8460	2290	869		188	1749	1715	1138	1584	76		1735	698	7768	1268	110		975	1129	5087	279	49	976	17301	4537				25	1692	3015	1578	1582	3861	6735	2315	3543		1706	15170		973	3364	1765	212			4418	116307	6023	613			9998	34550	10939
cpd_363	4665868	11240340	19166664	186332389	6150200	45561266	45143598	36816728	9497233	13912124	12338545	29229538	66160684	47796526	37941443	28558800	1212971	6934366	8162730	4088886	38523431	47422141	16760169	13287215	17455867	22110340	14751361	27992075	74037643	53796557	33967937	54383876	19129664	286057797	77665820	58390930	64485586	33957875	28634386	12876882	88088124	58622904	58331218	22614165	9805402	43330545	16173581	28208635	113963327	4303522	34048832	35079906	13758028	62301921	45070582	119598347	8535628	34627975	136880210	283575032	7356484	52933671	92993974	13699040	19021881	122470634	7627134	44757576	18942698	9093787	36912120	35805336	22189164	23440274	78552007	2209335571	12584892	61962595	665519829	60479379	45140401	64243051	36372293	145661053	135326636	34623693	15419948	20098954	822786674	179753545	107519137
cpd_364	106467	812550	598510	247998	235689		1593303				1666674	5359636	18972038	1428561	409983	1554084	1273178	1361369	552887	3280690	652860	3759505	913831	4175422	2364945			1748981	10884996		2237164	2722486	2041255		13819162	140018	2302811		4300246		1984900	1122905	3208793	443382		5019296	542832		1552695		579049	1982258		1025722	2620285	2354613	267725	768863	710603			2119145	1056188			11806272		551412			2244783	556832	2317932	444379				1605994	3508096	546661	8147798	4142816			3768649	2602412	441108	541681	11762138	7780912	2115055
cpd_365	2193	25518	17397	16000	8388	49385	27379	48735	35896	54651	15726	24397	4675	38313	83124	17000	1235	5163	5649	10055	73699	99523	47928	23548	45365	11309	72381	13828	49532	280365	30788	194840	12604	395085	23924	4953	68909	169101	17830	31417	23774	100232	308494		6942	71360	26813	15273	355619	17101	22891	60436	54942	32761	101840	79297	11401	63417	1229780	165077	18461	44205	622396	44546	85476	20865	11127	23936	31611	7993	65830	110515	21808	37325	114626	187	25064	146333	331141	18756	25807	173206	118785	80719	160153	40014	47185	75173	331171	590865	67289
cpd_366		549407	288084	183557	30511	748196	439590	485968	262492	677030	386464	622744	19758	851433	1600603	202475		44262	18328	150867	608520	1437052	671835	400929	724202		725665	130018	487729	3993476	349554	3032218	133894	2917925	432012		522913	1193688	487828	542837	171112	699625	4936716		90164	1169146	206700	93460	2255968	140448	172113	914485	789234	291360	1011552	1319693	159866	1394321	17239689	1413512	141165	693454	10462314	635598	820437	117637	83262	195711	75590		821898	860251	308009	271581	703759	1167430	167316	1442409	1738983	125632	479923	1598330	1231565	425128	759448	465073	664977	1066051	3989199	3262176	317992
cpd_367	156704	25964	7587	13923471	1377293	17169867	558903	443389	765940	834734	4266128	26032	1034	16018	725282	6507859	1950114	42647	93280	5410	20	254	2742126	1734275	333160	550140	8198868	52268	157348	49954	47417	1904129	145829	5621245	11110	37446	405440	8014516	8037	2818757	4676313	1273951	28303	1585322	22003	22788	29538	658666	332531	114596	539562	256908	19924	959224	1815939	232346	309785	1585563	146558	1621574	4708	202762	2321485	50855	4430561	1303320	17092	1474347	444124	7619174	4511861	265985	154534	3250204	3629579		707613	2586163	7545697	223441	74559	185208	1340928	153252	611048	3238408	91594	83670	4769430	4645155	5751552
cpd_368	9	18			6659	732	74	45		106	35	9			10		104	357	285		48					22	12		12	7	8522		8	16	10956		14	274		941	53	22		66	15	12		15	97		200	1528	37		24	25	7	43	15	27	45	6660	27		23	15	104					37	1116	32	89	61	30			25		57	30	100	16	66				74	54
cpd_369	27165	43195	31113	33852	29929	51482	26056	20855	55686	35312	30430	19832	27076	17619	18426	25364	34837	36656	21501	23877	46761	19408	34114	24696	48996	14127	16078	21007	32894	30203	32121	35347	25757	28162	26237	20976	37740	30164	32228	19293	22352	30491	10530	17727	18648	44206	23904	13079	23196	18663	24924	21652	27678	24218	18504	17017	26970	56608	16693	29138	33800	13396	26697	17693	16681	19732	29285	29823	20991	20899	23967	16867	96746	23824	19307	42200	17582	21632	28475	21058	95144	24256	36659	40566	15728	18642	29183	27873	21805	27904	17966
cpd_370	645871	790289	709962	432131	186715	299723	408536	247956	487635	914583	808021	226394	414303	439929	505887	534908	127740	101865	406202	121251	4701713	965353	616548	1271827	444051	768161	569760	949120	644018	1092896	304551	389249	459569	1460729	466284	2915096	1668435	542593	893554	257477	256989	420232	617079	618984	430940	1188327	169621	458588	617507	1259994	643688	1852073	486559	1903761	365808	111952	369986	719806	489500	1487256	319825	266740	314137	595921	790060	875538	619404	800628	2560273	663019	356508	1823753	918005	407926	1875387	143829	126153	1022485	3237900	1177187	1201246	784318	927469	767474	1558635	666829	1081643	968341	1439631	55254	1505067
cpd_371				1132783	55775	320287					125101			310699	2190029	621049	140446	632597	1792019	222907	125247	569261	2010657	235752	199573	89087	157024	114371	272692		388023	67681				670535	65742	79023		244890	834139	274797	21189	181880				614793	842389			518516		13373487	217290	17887	46288				3542543	1914837			652362	197166	335881	110890	277361	741086	821496	2604337	495405		53143		1530386	3724953					582726		912807	88554		255807		1779102	203565
cpd_372	1127728	1734169	943404		1391969	303693	279916		168893	253703	453287	2305345	2012948	917518	273229	103333	324456	992300	1239849	2100887	508529	1307069	202108	552368	426057																																																																		
cpd_373	5217	1740	1986		434	4309	38758			140	7357	10049	10535	912			2441	322	3746	473		22538	1922	29486	17050		9706	4383	9999	8147	605	2073	4031	905	436		2873		4252	2744			5424		7097	4414	610	883		218	8829	3151	2221	6306	24706	2045	41991	11485	206	189	5782	5065	15413	35166			8401	74		600	495	65	2056	3569	388		498	1821	90	5079	2539	961	159		186	11420	3378	3224	245		
cpd_374				116080	133	26976	318	2807	51	6378	4057			5541	11255	223178	519		53		2403		35623	2635	4379	484	212921	2181		842	859	17866		37265	53	201264	63	46043	2905		117106	49558	746	1209		2205		18667	64555		10776			31195	131273	3506	966	10406	26746	13103	1879	58	658		80056	531		182	682	49113	357859	6781		18530	92195			125382	218674	2264			49624	6637	2641	13430			10231	585057	59104
cpd_375	139	90		50292		10875		3301		1897	2063			801	5342	98158	225				73	53	23698		66	180	98130	950	2		26	3911		7256	1	3852	26	36419	272	7	65732	11304	38	92	5		123	7541	9026	116	2583	2373	96	14564	20674	3	45	2171	4561	1663	2	46	92		35108	637	1	1815	52	37053	179803	1007		21355	16362		7	46124	81671		58		6579		143	9487	1		5206	89815	45185
cpd_376	3801	7353	9169	51554	5165	18352	16318	1269	2335	14758	9244	3766	3652	25435	18495	219078	260	6576	18294	13039	7929	3086	32725	26802	11167	9290	266973	24702	17995	9207	16834	29449	4140	145185	8894	114707	57283	111402	29282	7715	88273	30862	6619	6981	7170	8990	10239	30551	121924	2393	13737	29144	15633	26835	84797	17920	10436	11446	21062	52832	11782	14609	11275	2922	128535	36947	4387	73042	40592	18504	130915	39792	8140	30044	120454		10901	79711	261336	5728	8179	6802	37953	12592	30921	34115	22077	19677	90830	211092	603567
cpd_377	42013	14915	13629	20288	420219	58666	66682	840514	62016	18936	26605	11850	13169	261660	126610	807915	2932	1294	31486	19783	6870	3243	212981	262155	127767	98832	303701	49894	70025	5317	172890	188351	42616	682223	110795	44412	31855	6449	25897	91510	64951	25601	39264	3195224	58572	7347	18695	39670	53400	47302	39987	57425	15363	47213	88513	32098	4649	5367	19566	11962	14914	145947	2326	38990	49792	152005	33468	36358	122413	13552	28901	39122	11204	183413	8875		81476	15596	53892	6576	44836	13471	25200	1273	24116	170088	74193	85484	38174	3584	475562
cpd_378	15043	35954	23097	1245072	18939	122270	56947	246747	21197	100033	101550	12310	13522	97435	107756	502549	16610	16815	24076	114921	57429	75999	194524	26138	21381	14493	1037232	68992	39318	90093	61191	93012	36936	2182915	28276	611512	449650	749738	26864	80645	277519	173985	28943	7803	26224	31488	23399	102746	449611	56166	67566	80867	30220	119244	1753571	83960	56271	41298	32524	410525	34342	30009	80457	11206	950615	118105	48321	140004	43790	319118	680429	129861	29336	233513	1770134	170382	77457	304113	856367	63327	38293	20790	164155	532841	177317	266263	90171	100901	3049350	310902	1687408
cpd_379	678	2423	1657	70465	1320	20818	7630	6406	825	6495	18374	1267	1930	12390	8595	147259	2362	1161	1829	4035	5081	4580	36888	6383	9888	3919	155896	5660	642	3229	1531	19550	159	55258	775	63689	4997	55319	4341	316	81753	34174	3094	4264	779	1583	164	15003	31074	59	18205	564	1439	24732	139156	7775	1306	8586	14815	19106	3072	988	14022	369	43948	442	1902	911	3625	60783	149291	3183	428	54332	77008		93	72998	131853	4485	996	103	17363	9298	9607	7642	351	374	43841	451657	140065
cpd_380	1936	7711	6963		91	433	1960			176	1716	609	2299	9865	2384		406	756	355	590		4034		267	104	212	333	7031	6196	14063	2730	1340		204		241	11443	142	8959		237	112	2644	148	11106	120	3353	1928	314	1107	88	938	3690	987	1996		2531	1133	10934	179					1258	2343	2041	174	295	857	948	231		320	106			571			15288		1644	876		510	146	389	2107	103	409
cpd_381	83288	16830	19253	101653	1044901	498840	125485	11211	18639	37152	470693	1763	7254	44224	9079	86852	252199	1631	6470	2107	17430	15340	77173	14428	31305	89174	30795	17988	23001	22094	62451	27953	10125	24039	46219	32853	17254	21338	7285	10286	47441	16352	5978	34237	5383	38053	7105	93821	2882	44871	4484	49999	29374	51239	20868	5484	12959	111882	10603	5585	6194	8429	7401	6386	29679	7522	30013	11203	14297	61110	99992	5440	7693	10627	36389		71287	11158	30458	8757	28324	37046	93869	4535	31895	5103	3404	3238	5327	1361	25195
cpd_382	34752	3389	26178		1394	156	86363		1513	28427	2945	42136	33637	183482	1618518	12873	929	2413	5677	4194	71779	1256	59307	50173	161491	203902	918	184358	76905	23613	40223	791	9360	467	42342	559	101127	471	9990	4375	167	542	1936164	6153	10888	1948	5083	197233	2955	165910	49881	1798241	37676	599651	5606	61240	29713	7165	3646	4275	50928	148747	3035	1204887	14628	53463	16859	7180	68803	12080	4271	3027610	55191	20438	1963	6622	7465	123357	2113	90280	40608	4191	2327	15	682554	8812	44767	43148	660	42	2185
cpd_383	81320	31250	17940	159373	83623	256591	53745		3011	1777	423762	171583	441233	58036	130152	219751	153989	61982	39298	66076	352	5458	10903	161798	85990	592	21029	53537	103457	18218	1107364	5910	3492	107	1240058	78	77177	13528	133632	1450015	42910	138770	49759	70781	5750	134078	6301	37172	14960	85	25275	963420	11465	35720	56376	46300	82249	1022993	897038	59	18994	4050432	26614	16992	61257	69888	778042	21753	9073	97150	2476800	112937	325694	290030	64		546287	94209	1823	21695	359927	464778	150476	682	11923	491419	47910	288873	1585	218497	854
cpd_384	19376	5820	4020	86071	17564	82876	10029	185	2312	931	89278	29339	117098	13314	31431	81397	46929	18476	11227	19535	480	1579	4933	40580	23020	823	9217	13078	22702	4453	337704	1889	769	670	297432	394	24659	8088	31936	367715	25768	92611	9966	24519	904	28643	2583	11233	11593	229	5853	216992	1363	8587	25863	10414	13060	225639	431716	488	5487	1063305	7415	3811	28199	19667	192931	5604	3054	29025	1455097	44447	70208	76049	445	151	227681	32034	1846	6983	59502	155551	50766	365	5566	122982	9432	53781	980	186923	958
cpd_385	8456	9191	5727	1037	12016	3266	6695		416	2992	3006	3907	8751	6137	6870	2066	4123	1951	1707	1751	6282	2578	2666	3934	4312				304946	30659	168932	130560	10756		213562		122847	8574				42659			367948	226824		14124		7483	20478	38468		8363	47749			199304	36745	19578	40955			25951	11846	46161			30123			20286		21282				15349		3292	459581	48859	76667	2220		25186	40266	6354		73107	
cpd_386	25559	2817	6445	8586	4022	6513	20330	3107	6784	14465	2200	3689	8050	3634	10200	1590	1681	2495	3682	6559	1930	4127	3022	571	1798	33434	3784	31354	3410	5105	5348	8248	2803	8876	2985	46022	2678	8734	4845	1304	2653	2427	4056	154362	6272	1331	3135	61254	3887	67628	5154	8001	4418	27765	2925	7946	2494	2047	16630	141181	1458	1818	2506	1661	16170	31436	19941	12086	16803	2026	4424	2221	3953	3170	21149	7	1797	3816	3364	2125	235	5043	103250	8545	7280	1644	3642	2831	38359	9318	57728
cpd_387	67192	493421	304083	119	1453885	478602	516705	939	24954	2538	721453	1160477	243925	18449	562	502	2191071	2020108	251719	149406	611	315157	39111	295058	182058	2278	7785	68812	3627192	310577	221652	715780	789981	1324	1967625	2790	1295	184105	412708	490884	102633	74837	39067	546	789761	1424648	318320	19394	796	2565	141144	208977	577602	52028	68406	482424	154146	3021460	5057	1023	295298	319273	912129	116155	2713	2134	638477	1608	506	11652	48880	693	365166	309746	602	1317	194016	18753	364	194910	2889218	953879	1237	2140	71581	276537	457226	366938	6314	2418	496
cpd_388	323099	538671	696480	19859	391346	487341	1523388	311	23340	819656	661667	568549	1761610	380600	746731	144459	336815	337262	622457	138774	3332930	380254	248067	225999	250410	308168	719542	648213	251836	89188	135797	177079	72877	211916	109703		78298	315975	461410	52300	248902	75601	2829398	8144	288891	286859	17846	683735	17637	40094	683943	135157	191994	238239	587878	313233	69240	2350973	114901	1502	205164	359135	475650	171481	143800	3615474	859069	1809116	28168	812113	176959	578451	414299	580797	72477		29686	196369	315537	971227	335144	160002	2269		279982	956407	299676	260872	1498704	38072	19248
cpd_389	1567103	1910017	2261826	13170604	581310	3835045	2775531	1476577	2301842	1307807	213079	3286129	6933262	2727375	2256633	4106903	67412	960369	1527891	3021431	1535678	4524626	2159482	1072778	1281399	783444	4934011	2933654	3542513	3872379	3412502	3570763	2601149	2946446	2402255	2917074	7903478	4894727	1319885	1448790	4152758	6358979	4203855	886412	1099997	4439061	1503900	3538302	5077107	3586378	2457416	4247956	2120625	5274040	1592812	1581351	650932	2104897	983096	6313734	1138430	3308443	3886797	2490216	2786948	5039029	811520	3400486	1833088	3096949	6030300	3885341	3699900	3048565	4425281	20254	3066715	6340116	6125017	2234898	4472773	1478161	3284905	1810294	5642677	5607810	3717636	3579463	9454369	1680239	3697216
cpd_390	269816	370015	410173	1249715	75013	505017	544734	99944	242556	119670	17995	790828	1279240	436468	273762	588089	9630	132105	224750	543787	75437	575355	225081	149333	155038	55015	819105	288845	454320	475035	548179	355199	651118		219773	173435	468627	571894	379251	231738	519025	666375	622161	71945	326499	265946	190426	336322	231970	569491	217832	421667	288881	296809	170423	221207	103005	145143	40337	358107	142801	561611	441024	590602	325303	324278	51780	316886	95215	611590	995553	277207	365411	230293	283833	168	389833	471170	170822	51841	524088	92194	645948	50523	180729	492922	540307	572413	287083	74593	480309
cpd_391	2026	6768	4545	63816	2143	27493	15214	9155	685	14187	27784	5833	8382	24500	24302	121065	3157	5140	5998	3717	14704	6963	47178	14697	22323	6690	89926	7452	6750	7231	5658	41232	3432	2348	4258	43219	17507	46962	11165	191	111811	44669	12093	4418	2835	3670	2244	34902	72962	1887	38062	22044	12189	41994	53273	21462	7609	23748	66603	5152	9268	5293	7332	3105	67011	7628	6093	10912	4491	47950	124555	16409	3197	68956	34295		38	88760	214484	18794	2583	558	19147	23103	11898	15548	1613	3835	12797	211086	37964
cpd_392	112	1237	243	108768	154	5369	2801	10250	1189	7873	2873	291	636	4647	11733	95978	262	370	219	48	4692	486	17987	2232	4184	296	106816	662	12	191	248	5988	653	10072	230	75105	2241	34014	517		170745	76769	373	808		22	31	25473	97650		13802	628	1016	7677	17894	917	335	1596	59172	3696		326			22278		211	3256	866	4081	117456	8854	140	15746	104224		707	34442	117470	3395			18229	64099	1978	1524		123	29058	406810	24216
cpd_393	793	3936	3671	89812	1718	9468	9754	64		2956	5556	854	938	13224	37602	180049	565	1333	1397	271	7993	3500	50805	11797	18247	4708	74888	5613	7509	3530	2267	14977	726	3119	1411	2415	11701	18258	2732	348	25385	33081	6328	199	146	147	342	57452	112728	225	21842	14327	3416	17725	4621	13593	2590	8439	15559		3205	5752	1319	702	33069	2240	2941	3574	341	15017	156489	33623	1092	59222	297		156	68630	155178	13517	3505	33	9464		4635	10062	716	2584	140	243798	2962
cpd_394	4	215		13850		1528	1396			756	1303	79	217	3272	5906	21497	407	78	148		157	22	3365	1496	2229	116	7972	513	1537	167	96	1221	1166	329	540	1980	365	2568	887	40	14051	3076	295	383	200	742	34	5724	5714	1195	2721	1437	673	1527	1267	1039	172	2003	11318	12	21	331	65	315	3091	211	246	1058	1101	799	20453	1015	1507	3100	960			5285	5265	1488	1440	1959	6818		675	2197	710	778	437	49791	790
cpd_395	22714	97636	274400	575284	101599	225906	302336	44019	65822	193242	83554	51856	82574	218090	130273	1131776	36704	100107	54378	457646	89025	150153	255495	197680	203887	138175	1207350	375794	99622	140461	265335	448083	52338	2033761	211495	1736428	698824	887190	350061	196318	595851	460679	207608	108569	93356	144924	169842	347022	879157	50823	187401	449290	322533	373321	1507325	240117	230216	214797	809403	841346	82704	329794	250100	197996	983066	213711	103597	599964	906593	197521	983216	673361	168803	539734	1432597		138711	860895	1782552	152302	209798	135445	951240	339057	375590	441030	479134	600144	1228266	629512	1485086
cpd_396	2119	12253	5478	198003	12567	68033	16622	28058	4295	36786	63485	11813	16503	32576	29590	275387	4559	7154	11942	10682	25348	10749	48935	16191	30287	11176	235400	6657	3202	22985	13249	101526	2807	68717	6771	173065	14838	134998	5727	370	248755	153530	27193	7641	4474	19798	3574	66077	142547	2929	50009	29567	19336	17474	226412	65230	14207	52661	224383	21966	15725	6743	11181	6100	100755	8603	4939	11306	12298	33779	290120	32422	3339	140408	227921	5127	1013	123593	253692	21382	4174	2762	83070	44343	8331	19121	2217	3773	69587	370523	155552
cpd_397	116	1443	646	41416	374	13566	3618	15530	2779	13767	9195	1508	1816	4442	9204	87870	865	107	636	170	10011	303	25520	2110	4262	2467	85252	1894	238	1849	1679	16012	119	35895	995	38212	3913	27465	995	129	106279	53745	1426	2335	454	1125	609	20365	54658	17	11237	7663	526	11714	102357	9326	1010	4366	45888	4068		999	1646	32	39776	2255	534	5015	17956	17966	90538	17820	767	46061	112407			63028	205782	4169	1070	793	22434	32313	2821	8388	19	77	74430	199561	102951
cpd_398	1548	7160	3278	78091	5072	37416	17429	6044	670	15286	32814	5905	7877	36822	31782	146273	3763	7480	5987	6440	20265	7356	41549	13641	30249	9122	94417	4576	1237	5451	11938	48853	1374	32972	6655	131125	8650	47657	6693	425	116754	70550	10113	2711	2126	4929	3645	61559	82091	681	47158	16655	9735	25479	72700	33090	7170	29489	122196	11861	9049	6646	6012	2591	55610	2317	5238	13603	11080	23335	130251	25349	6076	74744	55914		70	103893	126641	18953	945	3733	39329	9578	7036	10423	1042	3609	10799	153910	30071
cpd_399	359	3612	1416	150562	1009	9258	9488	1920	455	7992	5481	2019	3739	10192	24440	250049	305	197	870	310	3518	603	28912	3495	12349	3421	245411	7438	355	3598	977	16562	175	7930	813	109184	6982	132479	1958	53	261132	65225	4392	16416	1578	2208	77	68364	117730	1792	43349	1689	3814	17935	31901	7022	2583	8411	115781	19218	4156	787	4865	409	60982	2666	756	656	2096	19605	237124	8972	107	36879	105117	251	3	49188	61193	15424	1465	572	74003	12729	13377	7093	276	590	33058	445430	33449
cpd_400	10533	37628	17061	685059	19410	126453	63126	30783	6812	89663	124736	32838	42617	124647	172632	1043936	8113	16846	30307	19518	99754	21683	265877	79754	147540	29537	785811	37079	18752	38968	29866	221905	7441	120048	17394	388674	42625	177964	21645	4986	1303854	454451	73246	26519	12637	26374	5435	290009	579857	8932	176957	55279	48832	121748	423738	172940	32625	93151	572167	11495	60404	23182	22127	19889	349722	18460	22847	48544	17078	251444	1345906	110099	8196	320580	361419	27553	2423	685049	1005670	85933	11475	6684	206365	37164	29660	52291	4790	10869	87226	1524010	244591
cpd_401	2936	6639	4226	7379	7954	1502	3012	3908	655	1401	10087	10606	5151	8670	2898	4771	3646	9	598	1143	1316	4858	1449	5181	3694	799	11408	8695	4152	10112	8532	19214	7867	8021	15971	9234	2613	4953	6957	5673	3004	1878	2545	2802	16302	11175	3563	1657	1392	22416	12378	5024	1308	2310	26251	6130	10104	10564	9612	6044	4183	6144	8334	2584	6119	18856	3070	2965	7618	4664	8652	2631	7914	11314	6094		5715	3528	1387	4480	5285	3308	4981	7760	1012	10269	6507	4245	2446	2539	5983
cpd_402	598413656	161652785	382608269	81006741	72836878	28208234	350346355	15995903	86620629	603521383	548726469	114990508	308135669	9520694	70666405	193863325	86976801	135121619	80906554	88338661	101850485	262173950	115755821	389118331	397954453	172253666	144031793	946061162	650537450	716023617	1083157584	589393890	369933772	101176084	371681213	1380566	247053409	56196817	26543274	19428401	393272101	157918993	781184440	312689436	617335888	21989548	57478472	280256485	151269855	929744894	578103187	341305248	482119820	351437258	477212205	4804353	26503261	233093847	30729285	582493	185532377	133628488	3595123	592183121	243337725	1200897482	148934564	1973372	3125024	233590053	168247521	60216759	67953279	421646756	1159037	3200568	1445359524	200618893	59460438	17125918	328722193	87917167	389010485	8031512	75323422	284699652	291894973	10630037	41125204	18665284	38261433
cpd_403	49198	12959	33115	1688	6928	9577	25381	1328	588	488	16605	3113	7997	9345	54558	14460	1579	244	6449	291	882	8710	1426	3430	12201	1850	3466	35436	11024	11334	25774	8134	2696	231	47407	1039	5640	1048	4532	3272	2840	785	6952	10344	3609	14041	1120	4556	2400	485	5448	8551	1826	5065	2447	4757	5550	19024	2928	138	5114	44589	13093	8206	5976	7440	10742	4363	905	11796	11026	10712	8548	7661	295	349	2605	28024	892	9068	11991	11024	5171	162	5497	15057	2744	3703	16	1019	270
cpd_404	46051	719	13038	17423	2188	6841	18629	140	1240	5009	20021	10012	1643	784	858	1879	1539	8601	8979	959	3858	2435	338	3723	4232	536	1578	13813	2896	2478	3605	1341	785	5532	18680	1223	1011	1385	1480	2537	88040	2076	2012	686	19208	1896	2541	931	1191	7777	2107	5160	16497	3732	641	13874	2173	2536	5076	704	4454	1229	50256	701	37466	27683	2663	2753	1208	729	739	764	2789	2241	1073	1743	7171	3044	6567	750	1620	6010	778	4996	751	4616	1867	1530	744	1029	1461
cpd_405	8003982	120724	448064	1636716	8623776	3064136	1201466	95952	633038	872280	4790037				1441730	951866	1487914		49375		1123270		909624			4154786	1196019	1450558	368589	274903	1290207	437770	76066	762675	698162	1003950	340698	226753	137159	47679	1223127	95684	108153	4424081	134317	329094	49585	2003285	54204	2196424	35977	1310288	1762301	2220311			139807	1407495	142617	162446	16512	204647	83774	21126	954331	1261563	403340	524318	91132	316837	2876746	75688	127773	94612	469419	38336	443204	420984	655766	60758	660221	488631	1366719	165869	1016774	119101		33597	438394	79656	465299
cpd_406	9	258	7		7251	795	275	25	208	195	11198	11784	5073	63		21	6620	1548	642	803	503	174	935	22889	11394	59	12	25	1216		1540	12890			2832	32	6	60	42	1406	584	547	2874		542	16015	68	31		353	149	982	132	334	351	15719	12116	369	86		8420	1897	256				19		44	400	705		326	2338			14790	261	35	1597	49	2409	168			10154	11933	16038			
cpd_407										996720											753092		51438																																																																				
