name	STL40001	STL50160	STL20014	STL10240	STL10562	STL50315	STL20316	STL11021	STL50425	STL40635	STL10896	STL40673	STL20497	STL20112	STL40455	STL10793	STL10956	STL20672	STL40720	STL50520	STL10191	STL20117	STL10877	STL40535	STL20481	STL40511	STL11080	STL40626	STL20539	STL40521	STL10860	STL40555	STL20522	STL40014	STL40593	STL20185	STL10458	STL11073	STL20276	STL10575	STL11057	STL11122	STL20136	STL40229	STL20378	STL40017	STL20644	STL20654	STL20630	STL40716	STL40691	STL20653	STL40701	STL20648	STL10603	STL20292	STL40244	STL10762	STL20184	STL11041	STL40554	STL40595	STL40066	STL40180	STL40437	STL40280	STL20461	STL40571	STL10915	STL40539	STL10884	STL11089	STL40487	STL40040	STL10705	STL10836	STL10590	STL10279	STL10263	STL20631	STL10811	STL11040	STL10126	STL10405	STL10177	STL10022	STL10180	STL40177	STL10037	STL10323	STL10504
cpd_001	47	276	2989	717	1533	1885	10741	2028	668	545	1009	4336	83	7402	37578	1504	4009	9130	3573	741	1019	451	4353	14212	342	671	232	760	953	185	163	181	449	612	163	1983	771	557	7243	4686	1376	4995	2166	1786	3748	3889	1876	8638	10325	4204	10891	3831	5620	1762	7144	3708	2406	46767	3750	4371	739	526	1344	3359	4524	29911	88385	3823	4958	1329	1219	25183	13592	2581	3308		608	2600	1352	1618	6108	2229	2895	6256	10361	5837	393	40	1016	4795	2590
cpd_002	45		2459		570	1593	9659	95	102	55	592	1443		7856	33056	779	4949	7342	2192	343	418	391	7478	12464	459	637	17	332	992			112	242	16	17	270	349	9	3909	3823	38	206	1272	2710	3113	2704		9247	3375	5661	9661	2002	3124	953	3354	2390	1635	43579	1364	1428	930	165		3239	3232	45207	160791	9156	2970		20	14249	12194	1150	274	110646	2	1037	371	644	6399	241	46	162	3026	3999	1	11	310	89	57
cpd_003	955746	1675329	746899		1097071	1220468	1996158		241876	536656	3403152	5156310	3592372	1413770	1206057	227138	2900621	2554043	2897088	2837634	1102805	5707997	734228	1479948	1954384	396580	81356	1444068	211050	98236	9204008	845310	3393154	6517197	1636592	642132	85357	139537	10493868	1244644	35577	84529	680473	286785	2036302	2149286	1128129	52969	356046	1085037	1243262	130257	1306365	1033236	213916	4270877	82857	2028958	772884	1105098	6983618	4164034	851613	1294415	47237	86167	2258194	2934837	2602964	9366123	286052	4645313	3441910	93025	66898	483079	92044	2813929	253212	138787	31905666	3522806	105282	91438	557910	43092	2857208	2156068	1326018	37147	
cpd_004	26410063	27979360	20373752	3395152	39218569	17655274	18366703	2317561	12119193	9904859	74585976	34716083	14583435	11972667	17273079	30401347	9712224	20599530	8832342	5192903	2817644	60618534	15184363	25454634	27241108	21441306	16175177	13747829	47972048	7599235	25001239	15593110	10613941	17686745	14796031	314068	22956969	7312804	11589273	21064871	6760343	24039585	30368999	16219680	28868209	21176775	5070770	13856427	3512270	8051976	13318205	16726988	33169676	22101224	13306192	25620103	16136268	12745574	40876675	594761	31853352	24962437	6862335	87668345	15165909	25235177	13026201	50265793	58244595	28653988	24845262	28772551	18485591	57386704	1634030	482414	17255254	13585601	4808583	18079550	29227059	11744138	36559720	536801	5841751	35401684	14684210	22123172	11964914	2343976	44473347
cpd_005	290533	172413	122203	811713	582682	216215	328271	24793	109014	84644	532727	344121	172734	377551	639518	605651	146864	279849	132622	70657	20769	1013666	114854	173479	357309	232656	195561	77493	1768520	129484	411934	299997	164993	240971	262732	43450	231576	229987	208478	490969	455503	246188	263730	197077	237203	338207	182368	594618	58603	434647	118541	171865	236376	217284	94893	378443	174120	287573	435500	604236	469422	301537	157772	3308572	168001	450170	253245	3235409	284799	101136	168830	166312	178793	2529223	255813	67335	129794	343785	164409	216622	370120	237573	448641	68961	101097	533868	145447	386760	818071	421922	1973973
cpd_006				983195	174290	48110		149133	14669		49201	58458	27147	17422		146666							21657			12360	138450	6675	24840		54585	24042		216728			11179	204699	8410	10745	362583	413643	53878				16396	6273			10701	8944	130851	16841	43860	13508		9993	67178	52824		24277		25893	74533	73062			2083	37941	350539	122121		52787	176262	82413	12365	54238	138070		28503		326008			90801			158637	490003	266879
cpd_007	430	605	338	44772	7385	3845	933	11351	5401	961	1970	867	534	344	1033	12005	701	205	179			1112	4695	376	793	694	14854	277	1429	165	2015	2027	233	32335	109	92	1963	11834	176	382	29891	26358	1086	994	440	211	83	1130	948	781	1474	1828	8670	2037	3918	520	546	1204	1748	10769	528	1897	684	952	6871	3292	154	1663	1107	3836	29762	6007	287	2091	22339	4133	2740	9146	14191	101	2183	1105	23072	1026	698	9624	349	251	8221	24769	20547
cpd_008	172177	247345	282030	84274	60398	123905	354249	32088	77376	405508	167496	180753	124358	88200	446979	124647	32032	52971	51259	38389	192065	161085	424269	129627	120838	225298	73887	103842	1081290	49723	61443	42576	85701	74103	199172	115047	184996	65352	253873	57867	28590	130612	279192	567361	67677	159199	58651	278994	119859	258540	148619	169895	76505	427221	121641	159200	148765	779636	101100	108976	119781	66620	87829	96531	66979	243102	247684	379776	227715	186288	53864	291338	263296	183547	628405	44025	27124	598374	137350	336054	442717	129763	49636	47544	665450	255379	98580	124044	64237	35217	78403
cpd_009	278	652	1889	58763	15081	15259	2916	53576	11761	2085	5019	1418	780	87	1272	20377	1723	4807	393	254	125	1722	13599	1667	2551	1480	36326	929	3238	479	12512	4621	257	78070	2133	545	2936	33166	462	553	73520	59655	1188	3085	793	315	703	2498	1896	1656	3856	4630	26385	4804	9583	1258	827	2485	2409	21495	166	3578	1224	864	13216	5323	718	4310	1281	9247	60508	8362	464	5341	30584	7403	5026	17339	28983	654	4519	3786	43389	4117	2175	20503	2196	799	21082	58963	44700
cpd_010	21459	21824	39762	3294	39053	183183	32664	2330	6656	7507	22154	26782	9872	24913	10343	763	649335	171930	126644	85343	6728	9126	3328	14089	10370	1186	54	18425	68087	44594	380	333	106976	36563	153845	623	26238	2546	74565	69184		1403	11902	3268	76618	110954	89821	2830	168	17433	18568	71388	25259	1023	170	99142	32654	83282	160	680	52643	68160	41855	37517	693	2174	53245	51732	39547	11257		54562	147385	6110	4956		28663	8885	1176	8469	65060	17307	215		1021	3036	57489	46527			
cpd_011	8843	24953	12975	24167	16200	8844	63829	22767	31119	25518	19960	38075	8158	13017	43988	8172	17408	13771	15025	15172	6476	22967	15846	10291	10912	2121	3893	1983	406095	2879	319213	7931	6815	11130	25043		4425	3535	820	1890	15657	14765	9141		64381	9738	2783	3015		20753	3273	20744	10405	5081	521	8402	13867	20948	14660	4860	1300	7252	55712	150065	6171	72646	46529	35417	3648	26230	11159	8681	11849	42887	6795		2281	71964	7083	2617	55496	78845	7912		19297	12354	3222	20452	1049	3244	11650
cpd_012	61984	62191	82171	111045	60640	51670	142877	56846	77116	64555	142883	241460	138562	23388	182698	85249	22435	143144	61767	43497	27770	365714	84199	66968	229692	14296	42045	31023	2114307	9272	60251	12929	14629	63296	51107	10919	75677	54522	40283	6626	31835	82344	136087	30924	76305	44979	37858	181211	13730	22182	32532	26266	257864	74301	22806	36885	13529	21358	114219	29111	180639	40486	173469	133203	82616	37951	121567	52507	51648	21585	63702	41648	16540	89533	57121	9708	7874	99284	32761	68676	129454	36950	30211	15116	33845	181065	55345	313783	85973	31415	58489
cpd_013	6215	4842	2936	14423	17348	4484	9070	5072	3661	2559	41166	35073	7258	82174	55157	62482	4265	3843	3230	3518	2033	2596	2306	2903	1909	6419	4597	2325	9984	5290	16481	20642	10293	6528	6431	5698	9073	4571	12395	16900	9467	7423	4015	6507	5809	11521	8030	3135	5851	9977	3266	7158	6540	4038	5290	7592	3647	18232	26853	7978	15995	6022	5738	5692	5347	20639	7131	6308	10990	10791	8139	5379	7984	3204	6248	13435	5886	40134	6953	4636	9244	9451	20362	7217	2953	16334	3893	8555	6972	17291	76640
cpd_014	173	428	486	64512	11581	11105	6511	344132	9070	2636	5191	768	745	131	5775	19578	1038	340	1250	204	96	72	15140	2578	3070	1014	35548	740	8512	505	4357	4452	211	71345	116	1008	4434	48572	351	245	85538	81560	830	3208	620	80	856	3442	4221	1736	4988	8161	4677	4330	8602	773	935	2642	8625	19340	311	5057	1467	990	13803	5389	800	6009	1539	11066	97145	12168	614	11269	35267	6055	5885	36886	43137	354	2977	2800	51095	4252	5953	17181	9607	375	22700	48597	36033
cpd_015	176561	188205	183101	371743	183001	247575	162496	751073	486312	283510	170934	130842	188762	158619	156492	241367	219326	202769	196294	220210	570378	188854	292571	157344	167471	255475	279327	200036	195516	169786	193340	222773	159350	350600	160271	556701	272799	399603	192253	207246	381434	483864	155459	242870	164619	184930	321282	216582	515827	245108	224501	151617	503832	170053	390063	178860	152411	154053	294780	405570	236899	170353	218897	144583	310863	241114	195647	211216	340192	211499	274274	301549	202458	230902	481003	782923	335595	256132	358086	235500	128481	306447	295459	920038	269268	173214	197237	180424	323139	588641	396249
cpd_016	223623	239784	228669	515123	241558	313544	193183	917990	647185	375905	220125	187855	261372	214658	220064	343975	275339	283842	258771	298996	259748	236254	225743	212234	215313	355676	409372	292408	276610	246076	275943	331697	224651	506425	222737	838162	388247	604461	280872	267386	558293	712010	220574	366920	232873	280010	480764	325186	779848	347374	329268	220552	746478	250129	560234	259222	224100	210424	442924	613176	227630	228750	329807	223190	485292	357707	289480	315427	517453	313078	414306	437375	283876	338046	707411	1113756	197684	386632	507414	347309	186448	458243	433975	1417286	407370	258872	281378	264164	467656	857356	582348
cpd_017	80983	92117	89770	177303	91491	111003	75188	252	247492	139268	77782	67796	95062	67439	73183	111347	105476	77409	90816	100114	248907	85078	133953	63479	62284	123264	130292	91130	92967	79247	91497	103537	73788	163693	73544	221296	125341	192588	90985	93068	177044	222244	69295	113758	74879	89701	155459	104697	246734	110259	103582	68157	232575	79553	175044	81841	66803	73934	134812	194940	115217	54421	106552	69431	152208	116286	75656	102135	166156	99069	127854	145498	92651	111969	221747	350900	147496	122378	171496	114038	61324	147424	132991	447529	128122	82765	90184	79497	139692	265332	184887
cpd_018	48851	53988	52082	106007	53266	70692	41975	261	142290	84418	50541	39823	59788	47096	49079	74654	64625	59982	56382	66377	167570	53211	86663	46731	43145	72655	80380	55858	55571	50803	52830	63005	43481	97081	44128	157502	75928	114121	55692	57035	109242	142652	42395	67434	45283	53313	92147	62115	147698	68684	62867	42481	142484	49085	109730	50964	42102	46019	85806	123121	70292	43624	65433	43752	93203	71384	53507	61373	101390	60460	78701	88066	56227	68911	142776	227998	88818	74013	103311	67674	36642	89264	85268	284076	79944	51202	55850	49324	95776	175905	114310
cpd_019	161768	173639	171549	356833	168725	231545	136822	456949	481930	275541	159280	133198	185671	156498	163555	249165	199793	193436	183537	214924	467736	164377	271596	141432	145138	227391	255649	183473	180341	153297	172910	202151	143905	309383	142925	514407	242261	381447	181165	194732	356532	460048	135666	232094	152972	174265	308413	210964	503220	233680	214286	135458	462826	154856	356465	169157	141159	153466	301015	399088	236036	144970	214897	144270	310248	238681	180195	197896	335874	207937	272077	293777	192085	223640	468658	728295	299199	255386	337223	225505	121975	289678	272043	874832	260741	169076	181806	163747	293531	533120	368839
cpd_020	23166	17344	20442	28637	139163	53322	38578	11003	38197	22815	23826	7505	19614	17589	38655	31978	96344	21933	28508	13900	7922	3578	59060	30047	21915	34224	23609	22784	31535	28595	96343	23764	18799	84265	35743	5676	21553	32670	8974	17393	29176	36292	16789	108565	49203	30788	22361	17128	16516	13912	20769	20018	34116	66411	10095	19005	9277	13828	173566	833387	13530	60122	38770	7575	10054	99407	14097	25005	155607	18361	22774	42001	23475	19001	23529	21927	111078	63485	55104	35192	18112	66799	37691	9215	19230	37102	22655	20504	82020	43711	522822
cpd_021	7653	36802	15304	13909	135		8	3152	3019	16071	17			31	25		11			39	11048	3149	5884	4557	7700	7290	4354	13085	85	25956	468	48272	7	6709	36	21542	7990	2347		1206	6301	2928	15366	14517	10293		26206	4181		7157		32	10844	19998		9	8		144457	6599	24458	131	4238	15897	2396	80		21975	13193	2247	6150	19		12	2332		10759		623			12	4480	588124		5746	8	19	4364	2688	5428
cpd_022	769	4075	40	52	813	2805	717	210	9304	698	10184	3360	1651	1213	57		724	2067	824	3292		6715	511	1633	966	9752	144	1443	5430	4907	1512	1052	17049	147	3821	527		112	1865	718	73	570	648	204	2521	8575	1803	2516	997	4674	467	1607	9795	5341	2045	1239	2184	4768	868		39	2028	1382	15169	1153	8493	1506	4844	12834	117	394	973	4347	1494	105		202	598	905	5	18618	1280	4662		1658	156	668	1194		23	81
cpd_023	1493575	1312761	464329		508706	3515	302715	39212	40714	168184	1641442	1938603	1415001	993564	933803		503050	727737	245186	1711853	837970	1080416	318861	2505155	1008025		219492	559211	967443	1939659	2126977	1657718	3034550	882229	14441063	431848	449279		1428760	48609	53170	52234	412062	114459	138125	2998862	890850	85690		520464	23942	1091420	786090	283357		287037	529907	548016	173343		194070	6639299	97865	67847	8082	743348	672640	451267	52658	156921	74567		457667	743241		70040894	148874	22434	42274	507927	2560343	1458773	1931899		414892	1103765	701740	906821			43557
cpd_024	63	5971	1032	6443	26995	4900	8837	1885	4974	8444	3580	6306	2936	1740	8305	8746	693	3571	1455	7511	4299	14308	2191	442	1365	484	11867	1913	1787	11870	10079	8452	8802	34487	9464	2601	9710	10442	2430	4585	2712	4095	6389	50	3011	166	3548	4989	39547	11175	718	11761	2096	7382	3223	2627	1129	4231	25527	170741	2495	5579	9506	6455	12836	1178	6193	4078	6643	2621	15527	3180	6526	2328	22075		5204	6846	43072	1811	9802	11828	13284	231180	29064	1917	9833	9705	62919	8412	12631
cpd_025	227097	17882	72353	1180907	5428256	312944	1176784	5664969	359465	802757	357133	101780	250587	1855468	4279093	14540105	85297	490596	6084865	1615633	114319	133631	3327219	1393812	940559	4320031	1990513	600113	924470	256121	987108	2231536	84127	1884042	162542	1326278	452096	122180	400352	406298	271752	307388	1179488	13717560	165751	34933	216205	855254	621468	1051267	1074006	1749154	164747	711650	857855	1027558	596644	160038	2398926	820590	640377	590246	50986	697057	792151	2234063	424654	1004785	1373293	263235	967548	996780	168209	776124	126608	210287	668225	415913	323635	38029	137642	439606	1283866	2963290	289492	1126345	172144	318426	436489	114797	2304042
cpd_026				146744						186965	356666			171881	212613	220122							256177	39942		5420		86515	7325		41617	182074		7027	8208			6194	5026			13635	162320	15627	28794		15545	44696	7324	29279	335557	65072	34298	7415	13023	72312	86974		79191	3983	41094	14749	16779	391188	23491	18390	71283	10590	32512	17764		8386	20868	19316			13144			34912	6102	161763	1900	5974	1749	8846				2902	
cpd_027	17793373	68173506	42689149	416792	27288290	896582	19617599	556547	2112858	7671616	23059385	106167469	30641640	25961705	33610385	3914830	2185509	3177677	5011352	5584658	25217658	13107067	2304073	15770500	10289335	11637288	1177574	10575007	34485995	27563156	4852760	806602	188157390	25490039	90078122	13924124	13378869	172222	53849864	2320471		447174	9630163	43022661	26049555	85366490	38813264	13094380	1224202	28590612	20590297	26433278	68661644	2736829	208397	23641983	27732671	8540746	84756885	4468979	26013569	6632460	17356015	35584564	2474898	6312307	73574158	60636343	4464920	907310	99837	11809540	25989501	3262936	26304302	453749	1939902	12456759	309014	22240928	24780165	48287424	1449330	760176	13789304	1020269	29824916	59674035	167387	78958	60371
cpd_028	20369851	18273600	13172191	3386556	19938098	1972770	42420125	7129495	15812614	9247283	11715649	9972172	6594350	13713753	11375043	10267899	726528		2539606	1582346	14809936	6293668	14377197	8135094	10844569	8949511	6408288	8944851	3529239	9405607	9284775	12072746	27625948		6398614	2455019	9921466	3227455	12843350	178430	3151242	5011123	5127813	8730354	23238430	34923484	3725931	7042900	2555890	11719701	12012228	35748489	10269971	7480579	4015352	11246847	7006327	216847	2907586	253883	8584792	510371	4936497	12483837	5930868	5512038	5108481	23217713	15631765	13402045	8747426	30080459	1089734	6409659	2907578		4158085	10087579	2439392	6241336	12017523	2192169	4049587	308578	5972238	25036432	7671377	2539106	656224	755357	2286714
cpd_029	200308	29927	88228	22851	6968	12974	111403	24258	25793	26179	25387	31161	162652	22638	39372	75903	4616	20851	21228	13015	7059	115730	7402	15898	12538	10893	18531	122894	13471	87628	6901	11871	16158	13374	14261	1695	11837	12804	13305	19091	104669	242989	66846	4459	17558	8694	27812	170558	6593	229215	100719	35209	127333	28859	47635	17590	23897	19448	29105	731	12415	10738	16741	52906	157942	275364	34485	80911	63291	42048	35579	11856	34320	115537	1643	63	47792	18918	43521	9168	22474	5419	251335	1679	4792	61971	16599	31340	1241	15761	4290
cpd_030	419990	1531741	405647	78249	1083551	742358	949670			106710	1409744	1066686	478449	566175	224656	112056	589464	454443	506271	290455	47646	288940	154697	466249	478816	200881	90373	347580	341910	465428	540913	855089	718314	213072	510856	68598	300387	56864	1693528	183470	69660		435183	241554	335652	921834	237666	541986	49118	273638	209118	614376	315299	143179	207707	832900	921565	880980	844435	126070	320998	1316003	938047	530117	231141	372838	537373	318897	345472	104625	124411	116549	752503	254278			342991	216184		201242	1057356	374462	240757	418225		198363	468555	754043			141178
cpd_031				1555		65		96	916	286					635	8795			13		769		3761	179	29	4904	53672							40615		21756	105	27274			7718			2913				9519	88510		2254	174	8782	6049						30147					24350	81016	40	20963	7812	16273	56058	46434		3910	10356	24241	2972	14228	53463				86	14810	3731				23386	6084	15397
cpd_032	14363	24712	9420	37950	567274	130176	45156	30004	45201	46270	140606	14374	183366	19183	178369	477427	259587	22926	27877	3677	22891	6076	65880	12235	8635	233932	204736	14667	40413	28819	122935	162873	23121	203531	121013	28077	90418	112066	21871	11618	106814	16084	157497	88294	27693	30963	16788	177141	19022	39142	102875	35910	32304	73069	164565	186968	15977	520911	54045	17568	8726	47409	19162	16186	599394	178274	21287	91930	143331	523933	264217	123989	11601	75963	133750	41929	112482	78550	65216	7114	103148	161339	190200	10016	45576	287560	12610	14013	44584	18086	80461
cpd_033	468347	799978		127883	282583	1332099	290648		342654	273985	495641		1547683		161234			287379	1807376		118205	164109	108489			957059	269019		320079		8018410	94428			6777756		3274205	931063			94825	668332	1496471	296562		204441		1719620			2344204	863984	1577699	788103	126011	3039433	408132		485667			5042303			59145		253025	402736	40992	166422	1258021	400661		435953			6834751	817248		116025	865543				864720	612971				91583	
cpd_034	554	791	911	415	287	443	183	492	146	337	231	788	909	516	606	137	252	1260	1084	1835	72	477	68	488	650	781	147	688	245	758	205	225	947	345	220	693	203	161	1648	956	43	144	825	1017	162	141	1600	375	611	1203	607	410	878	423	318	833	967	251		256	1678	751	575	821	238	165	1005	426	198	304		85	1334	299	206	530	1185	226	174	432	158	198	94	252	867	70	1523	1233	229	375	214
cpd_035	112512	222969	114230	144283	3957454	2516981	1294769	131241	230956	316583	2078653	736527	1470005	152968	60063	90047	939790	1856039	1162832	2783710	85460	63981	2129045	1893140	346124	299715	125028	67567	429271	46915	4037646	3632083	51825	52899	1884115	50779	47493	584006	3404779	494303	85549	54142	69925	71397	79338	4235036	2281512	28502	42520	97875	243299	2399016	2479708	675136	44104	642905	62210	1280880	181183	226416	2748787	2494113	53066	156940	271590	167361	31130	52018	138645	2116531	114885	62093	32361	64589	66497	70934	119775	50350	56369	292730	1787801	1764605	81839	58332	86512	98050	79518	2130257	143892	96529	75366
cpd_036	857393	266904	147512	396251	2700835	1513853	214089	88589	187973	272063	1554558	156120	136553	344392	505335	916905	845518	184191	51314	53066	110950	127130	157336	68685	87738	282260	429499	155176	580995	669957	603692	642181	204890	1392880	744905	203867	359202	377493	86895	30803	1931246	434487	202102	716527	91069	325081	56143	829022	394090	453952	36236	461624	55272	667890	371181	145825	246491	775013	1065240	39938	29668	143281	87065	57233	603004	224448	459529	371619	83360	639030	1600805	306282	85744	198931	267415		1589988	201640	493321	62762	387757	517396	963830	42995	321416	248674	61007	105314	195757	351221	581558
cpd_037	826610	376702	159027	1459057	6146744	3413054	441964	353520	733667	592225	3813579	204768	102917	443741	1200632	2965034	1984601	409877	67666	70319	108871	160976	317616	52334	68017	854516	1370539	218450	1146360	526452	1642072	1639665	334305	5677561	1702438	777714	546312	1172492	240309	52349	4193382	645918	321729	1665532	164062	734873	107056	1710927	1817551	858229	34552	1363801	189668	1012538	722370	236241	390208	1936993	3045936	45334	23332	208490	152472	158507	1061601	570208	1107904	720738	152916	2052604	2974433	2661107	188745	335871	1046773		3265303	347150	1488221	91736	973084	1118522	4910988	5748	353341	395904	115538	209284	353442	1241564	1872865
cpd_038	291422728	80833722	159293247	181722504	527846552	340980123	76333766	56976446	40481445	40137195	255761929	67367444	100289955	67819547	48644251	44881658	145626076	51275511	35979574	30723570	86826359	159339308	68226145	42117227	37436077	113152539	55429494	143471877	152208584	364170208	181206281	211993428	435147410	295126638	179580644	73959697	255817312	146457621	72241805	24358468	57365421	41713342	69628891	164835458	66860192	96224656	35468864	99239663	20104853	262006762	29653915	171502124	85454784	110374367	46278848	53381408	101129082	220525125	117488887	23763628	54935827	73177362	28870067	32820598	172304497	162892380	109425279	96175484	37088041	29794530	63124945	23668095	70058153	29871713	37968685	11707390	150285035	33577807	52175420	31563653	185936463	102577601	94354894	20489674	156662910	41598091	63210025	77866243	29224250	12980522	233923076
cpd_039		177716			115007		210401										330317			22731												10497																													2919714																														
cpd_040	5253	8182	6058	6895	43288	31494	23549	17516	10077	7183	37683	32409	27776	4293	3808	4241	12837	27187	13888	24064	10405	4842	19206	107790	5587	3383	2098	2393	6571	2889	25757	22594	3844	3225	46763	3984	8373	5547	42967	9491	2814	3565	1810	3029	3255	54968	24274	1599	3602	3973	3792	30204	25440	9091	2927	14120	2815	27251	3521	4179	17996	38493	3283	3819	3131	4135	2271	2871	4622	15283	1751	1993	3226	2296	3077	5807	2843	2320	2460	6859	36886	25023	1982	5324	2941	2248	3245	32116	4576	4385	4803
cpd_041	81181	55212	73271	294026	68249	147334	23317	152620	124507	145668	43664	37360	60700	49704	68929	86991	44812	39672	46771		272291	76554	255090	50431	54301	137208	186239	152135	131340	93105	162105	119136	98931	266149	166434	265700	206020	246152	52234	107061	234774	136067	85847	171041	57513	87887	105867	143297	187021	92356	91118	46126	138363	99263	137913	73709	71247	50571	620278	263556	145824	450529	47879	83671	165585	20338	60740	183854	98041	173203	164880	149392	106130	96214	210641	412862	99428	114004	189089	78929	64063	76060	121215	441190	169959	124161	90550	88683	194813	284609	140582
cpd_042	760	274			1564	983	290	1341		351	3146	1816	1131	291	1664	1976	1138	1193		1245		2730	584	976	639	695	385	316	961	282	881	748	192	350	429	256	222	590	819	916	258	494	1168	935	1357	1516	1324	306	43	753	659	920	1716	629	222	753	657	624	908	687	974	753	330	3018	1074	737	333	1109	1540	884	532	628	574	1337	459	519	377	270	181	305	842	706	979	96	217	984	502	790	782	482	979
cpd_043	88576771	266838328	174209500	2791531	2288378	1159525	3760801	710088	2266510	1452393	3153505	2180389	26902885	168032075	36294665	5233611		3214604	3219824	1963884	8332916	2856293	2460930	1595300	1507710	11866646	1933023	62213917	22383341	75711499	107404421	10837305	21054836	5414633	79545813	4350452	34529193	2022534	2419860	1053740	1852651	2459581	5121130	7724510	2555713	10750462	83613525	38749710	5203171	14559425	7560442	18994112	16454741	21825574		2569966	3243425	2993217	19342664		3615160	2447642	3804545	1666175	5274483	5991757	3912192	26296449	1908535	1496132		6277960	2675905	16701272				16485983	4893064	22865804	11021315	6954848	3611007		36849194	9394991	2847342	2175734	3099346	3033412	3373922
cpd_044	375575	1061472	444525	100246	13147	8186	1540615	1791	4018	47892	16460	2538	95010	557699	196223	66778	22183	962	243677	5667	202695	408248	750261	645651	2107569	14333	10955	973864	4089041	854613	90847	356023	291939	1549	52151	92	216151	25364	6306	174540	972681	69759	104191	17523	351163	2447	228346	237158	16612	113614	351394	407971	143491	198418	52425	505911	434738	180595	42960		616210	91574	567530	75646	144335	86750	147039	158324	11339	195530	1251551	280080	36106	359807	159		317072	199935	26207	1021364	666776	3245	52986		124209	326682	490713	13936	2190	14870	2707
cpd_045	7167	2744	4509		63				51153	3115		3269	3684	11345	2657			4613	4731	1711		8514		3809	1589	472643	175874	8643	595	11978	10	527	3424	413	396	6737	2733		745	1088	50122		109420	52133	11	1310	3813	2231	846	19097	6856	1454	11078	2189	2651	166	7656	132	20		1884	90	4245	1221	13	2998	10514	11160	156678	563		319	9586	2221	3823	549760	2315	7	583410	5719	922	481	465	206281	18294	8	5960	4123	371		
cpd_046	47330449	129853726	55055099	12470513	1337372	998925	186134769	248398	507382	6628999	1866404	513312	12661792	69059087	25606018	8323212	2717568		30652726	1096257	24897561	50149729	91030287	80647724	254164375			121373307	504642981	106031187	11474200	44278969	36686690		6660435		27254342	3271359		21862778	120819295	8864725	13374414	2261228	43884268		28615062	29986258		14425288	43900078	51346010	18263795	24949018	6664991	63730018	53763665	22295886	5150360		74831560	11559472	69529327	9711399	17707251	10817810	18360455	19730431	1489609	24546285	155832454	34766296	4638467	44662440			40616293	25590635	3358478	128923398	82733905	513740	6644429		15562921	41032387	61442991	2000488	280200	1958048	
cpd_047	6949584	3506720	4651435	810311	1858917	1855562	16487668	869565	803974	1760938	692005	1227491	703100	6415156	8792417	885300	2796105	1121323	18799514	2037272	1117049	1563190	4456054	5550812	4954889	23850347	712662	4037210	8331180	6015631	4351134	1034940	2958026	412857	3985855	6391637	3315235	3023015	1900230	3702229	4698587	3686413	1374280	32205874	5367615	3365452	388050	2998230	5490088	98303	9427026	4776584	6446086	6407828	2789884	5035293	10062948	2296489	13604021	219653	2470578	1819518	9508789	6598237	2203785	5141614	5052127	13340122	5281438	2297652	3933105	3766788	2300536	3449051	110734	6267	2446976	2904711	381170	3294869	12301626	4339974	4874377	1289632	1704967	2014162	2425085	3206454	235062	2862244	7614114
cpd_048	167	1737	1351	500	443	1324	751	62		549	385	2233	7292	5589	1074	138		4678	3179	2862	99	2067	3699	2423	3624	461	2101	550	1410	1899	2041	23089	1796	2124	5234	1102	722	512	2276	2072	1124	2828	275	1102	2931	5451	8315	517	3145	1354	2081	1858	369	435	2107	5172	9575	2288	1395	1540	1876	3047	1004	2039	1239	707	4408	1413	6364	2728	2318	6564	6019	1299	2527		1825	1121		782	2141	4072	1465	6685	320	1902	5008	4085	940	863	1185
cpd_049	51686	46075	85844	324572	101152	170604	79194	252188	1137938	133327	113820	111207	103665	70543	153653	199521	122804	72132	56162		230890	154581	203630	60362	67430	62177	146973	74459	770906	82595	102075	97778	56637	324027	174402	341356	296172	467862	53195	84178	323143	82295	72152	107160	137557	84333	69716	246646	173142	255260	80551	79896	84039	118821	185847	111544	56713	92905	329693	154956	52003	49212	127389	60177	150382	158246	71714	175806	190787	100688	257844	102868	48704	159458	225663	920260	117838	218384	194480	167735	109057	86263	228648	219775	178199	502297	63522	60868	541772	346985	178945
cpd_050	1498427	639136	615241			67589				764988		1303666	829051	862977	783243			889307	1627779	1359449		2328476		2472704	1580700	570357		734331		528062			757545						1563344	4836221			1350780	249157			1276769	1887447	3009459	966915	1333337	682981	1231170	447994		819611	1020347		194244		4190737	8053037	1855055	5418388	8224	10736	559413	597236		6126446			3485865	371647			6799915			729499			13484		98936	48938	457245	1926994	15452		
cpd_051	803465	543418	627121	52718	69254	204545	450601	34542	103267	146800	367231	343584	532747	242680	156534	220294	164904	108923	240569	178414	1549066	247930	168836	282922	139562	37925	12836	400654	67584	1382173	58690	92635	622396	9162	134656	12924	1056292	13495	36595	47521	13647	13130	139014	24385	51164	179968	120705	125387	14712	79685	29857	71381	89138	160795	16879	57863	31397	119466	55990	23510	76845	42722	22969	52331	118924	101156	48348	106033	32430	31276	14132	54461	51244	24200	11441	1431	51092	267570	32159	53146	58406	90472	24079	9222	257643	107797	28108	28799	13766	10847	15207
