name	IPA_D0_2	IPA_D0_3	IPA_D3_1	IPA_D3_3	IPA_D3_4	IPA_D7_2	IPA_D7_4	IPA_D7_5	pbs_D0_2	pbs_D0_3	pbs_D0_5	pbs_D3_1	pbs_D3_4	pbs_D7_4	pbs_D7_5
0610005C13Rik	14.177371	11.5763	22.390603	8.850022	30.753548	10.902252	7.153515	13.530006	15.000512	13.851638	17.731969	17.478554	7.622701	17.259585	17.966957
0610009B22Rik	12.736485	13.645329	8.867	9.030803	12.439991	16.877991	17.197975	14.862571	13.851013	16.543317	13.245465	9.300174	8.311851	17.114712	11.108607
0610009E02Rik	0.288064	0.611698	0.458513	0.307979	0.67514	0.646065	0.392717	0.615267	0.349528	0.857583	0.215204	0.589072	0.487302	0.883333	0.383391
0610009L18Rik	5.116807	6.320519	5.758189	4.485143	2.108457	1.161296	3.924569	4.076231	2.892831	3.684519	5.17381	5.622003	10.840434	4.455236	4.322411
0610010K14Rik	7.58737	5.942948	7.590152	4.686558	8.924832	8.916715	10.822291	11.86008	9.87311	7.408815	7.711631	10.078128	7.112708	5.924841	6.954129
0610030E20Rik	6.229946	5.618146	4.861377	3.95099	4.816791	5.675225	4.634421	6.252679	4.052185	5.364626	5.341775	4.272642	4.985315	4.66428	3.795302
0610038B21Rik	0.092616	0.09964	0.063635	0	0	0.093199	0.031313	0.028482	0.035592	0.024025	0.01337	0.079114	0.137151	0.106265	0
0610039K10Rik	0.460529	0.165167	0.189122	0.240616	0.467794	0.314919	0.384351	0.237792	0.217674	0.222643	0.117386	0.333076	0.283135	0.133798	0.302559
0610040B10Rik	0.949332	0.983808	0.410825	0.548082	0.437083	0.16948	0.275106	0.363978	1.090597	0.981781	0.746568	0.559994	0.246984	0.593282	2.078676
0610040F04Rik	2.315449	2.51412	3.976031	0.472927	3.88754	7.439451	10.147347	6.027376	4.210976	4.085576	3.14251	3.725596	1.257833	2.118581	2.590871
0610040J01Rik	20.977964	13.192037	13.802773	7.026278	20.156465	23.422918	15.854602	18.760414	18.410679	20.450293	19.608412	9.69049	3.988342	11.887851	12.646689
0610043K17Rik	0.267631	0.467404	0.24228	0	0.546276	0.773905	0.326665	0.482726	0.250046	0.455225	0.382207	0.630738	0	0.324584	0
1010001B22Rik	0.425571	0.348533	1.293019	0.915539	1.063919	0.2017	0.543238	0.477475	0.886821	1.156121	0.335388	0.804996	0.430249	1.239025	0.837957
1110002E22Rik	0.007921	0.035088	0.027961	0.02932	0.005473	0.011392	0.008866	0.018336	0.033351	0.025584	0.01864	0.036102	0.107019	0.01422	0.019256
1110002J07Rik	0.03331	0.040012	0.074375	0.053253	0.029935	0.152467	0.045326	0.045726	0.037231	0	0.075963	0.112524	0.074297	0.074586	0.064974
1110002L01Rik	1.078667	1.500899	1.267442	1.167417	0.686458	1.155812	0.806183	1.249737	2.26747	1.497627	0.873474	0.602688	1.126023	0.557535	0.452446
1110003F10Rik	0.391909	0.238291	0.23174	0.294202	0.158598	0.338368	0.329177	0.394479	0.162298	0.202702	0.243513	0.221713	0.204222	0.202033	0.002484
1110004F10Rik	24.152284	21.585581	24.091787	23.307193	22.249548	26.157331	25.027152	25.907906	22.471687	26.9549	21.681615	22.257562	26.226579	23.884029	27.739631
1110006O24Rik	1.101733	1.676469	1.076096	0.373878	1.423264	0.725466	0.974746	1.163125	0.916807	1.406668	1.137919	1.539639	0.970282	1.061884	1.487616
1110013H19Rik	1.065365	1.153239	0.668981	0.760137	1.616399	0.552826	1.136601	0.614037	0.712606	0.481579	1.547263	1.270557	1.026058	1.479931	0.983038
1110017D15Rik	0.311827	0.077059	0.201062	0.585348	0.070175	0.045992	0	0.064905	0.143952	0.341811	0.28529	0.487976	0.551445	0.717617	0.771248
1110018N20Rik	1.953371	1.654992	2.361976	4.042783	0.750737	0.315084	1.904473	1.033282	0.449316	0.590368	1.078486	2.790642	4.321907	1.33778	1.735006
1110019D14Rik	2.152363	1.763469	1.640455	0.862878	1.408438	1.341231	1.620682	1.692351	2.120468	2.104441	1.704417	1.036457	1.176694	1.682951	1.096264
1110020A21Rik	1.04947	1.739518	0.578952	0.521892	0.911203	0.771089	0.453521	0.73949	0.743409	0.564443	1.440408	0.927676	0.496782	1.745216	0.955206
1110025M09Rik	0.678564	0.759186	0.998727	0.526227	1.223559	0.512619	0.899751	1.331852	0.725112	1.14697	0.711807	1.800683	0.606103	2.498491	1.458909
1110028F11Rik	0.006598	0.132405	0.005497	0	0.071385	0	0.035996	0.226043	0.20178	0.143637	0.234016	0	0.078732	0.141034	0.067001
1110032F04Rik	0.069555	0.093413	0.220047	0.454981	0.080216	0.067901	0.070334	0.087786	0	0.041472	0.101112	0.107989	0.464427	0.169889	0.089254
1110035H17Rik	0.820666	1.219121	1.271023	0.420313	0.924106	0.347856	0.436421	0.571584	1.45364	1.362907	1.059437	1.047893	0.323126	1.370723	1.405557
1110038B12Rik	45.498242	46.868397	51.259442	19.226101	67.731391	58.092947	64.440256	64.554704	47.21528	50.089141	66.463638	43.701558	22.779957	64.171027	46.250361
1110038F14Rik	14.497829	12.170312	15.167896	12.646242	11.261654	12.100325	19.528043	14.910446	13.892602	14.114005	13.264569	19.667789	16.73045	13.342401	22.803945
1110046J04Rik	0.600287	0.592971	1.108948	1.591407	0.325268	0.442383	0.723403	0.418335	0.464611	0.665063	0.439356	0.675439	0.914699	0.726856	0.479145
1110059E24Rik	19.042079	15.339368	12.72875	9.240074	15.767327	29.386085	19.686167	20.376349	20.872673	22.355911	21.332266	9.389304	7.129294	18.884257	15.708681
1110059G10Rik	2.431261	3.106268	2.932555	1.991188	2.719751	3.220478	3.314309	3.433383	2.270835	3.170235	2.9066	3.038702	2.15764	3.50038	3.277901
1110065P20Rik	10.767757	11.571054	12.293805	10.013637	13.363922	7.743469	8.508652	9.838309	9.197201	10.20595	15.170446	13.141879	15.933361	10.410472	11.533846
1190001M18Rik	0.250035	0.148899	0.184999	0	0.143252	0.530965	0.734477	0.340234	0.152408	0.166226	0.146189	0.077325	0.064929	0.104491	0.245866
1190005I06Rik	2.487927	2.992337	3.525417	1.495261	1.704002	0.867886	1.618766	1.939006	1.246305	1.231448	1.571365	1.663257	3.815647	2.168575	2.270295
1300002E11Rik	9.733427	8.784263	10.236089	6.557889	10.967362	9.608224	10.204382	8.926063	8.737119	10.011558	11.544011	7.797569	5.385915	7.222803	8.809528
1300014J16Rik	0.99416	0.80908	1.131226	0.716217	0.867701	1.366552	1.074621	0.919567	0.729019	0.978001	1.252212	0.878946	0.435531	0.682406	0.39608
1500002C15Rik	1.406114	1.484945	1.37963	1.677272	1.462673	0.887564	1.498399	1.463556	1.02942	0.725908	1.507949	1.954244	1.701213	1.124108	1.102695
1500002F19Rik	0.383253	0.159011	0.132156	0.116199	0.168963	0.064621	0.063082	0.07083	0.330566	0.089484	0.198298	0.0973	0.114475	0.055251	0.207998
1500004A13Rik	2.275356	2.379994	1.958217	3.412588	1.649019	0.436337	1.631546	1.989546	1.065257	1.370703	1.456078	2.48605	4.631195	2.082916	1.985949
1500009L16Rik	4.420903	5.013403	6.04727	4.72578	6.035692	8.038768	11.763733	6.93051	5.835083	3.935244	5.875979	5.942909	3.047429	6.074367	4.8363
1500011B03Rik	7.251487	7.135357	7.911104	9.186907	7.180198	6.92022	8.737009	6.580034	4.977524	4.922283	7.268009	8.178204	8.956883	9.931404	10.417945
1500015A07Rik	1.812206	3.046273	1.754935	1.573191	3.131234	1.423288	1.732207	2.277327	2.020225	2.38869	1.939781	1.75364	1.176435	2.373492	2.01684
1500026H17Rik	0.252235	0.825582	0.847802	0.744481	0.181881	0.191769	0.953321	0.317693	0.835416	0.502894	0.772236	1.270739	0.878008	0.8228	0.352629
1600012H06Rik	10.209028	9.910951	8.475942	8.81	9.600633	13.82368	8.925131	11.084502	8.367908	11.30372	9.530355	8.405106	8.314769	10.373815	8.702324
1600014C10Rik	4.830628	4.207411	4.019042	4.305509	2.878886	3.871906	4.716682	5.073883	3.229634	2.921274	3.383679	4.130569	5.956736	3.627237	2.673457
1600020E01Rik	7.4465	9.933314	7.149067	6.289641	8.275325	5.103889	9.036554	9.736498	7.506926	9.028054	11.611283	9.817767	6.750408	9.800421	7.593255
1600023N17Rik	0.664799	0.655422	0.402058	0.205897	0.622114	0.225508	0.699912	0.286754	0.810782	0.844047	0.863957	0.529207	0.228014	0.872822	0.361174
1700001G17Rik	0.220194	0.612431	0.208956	0.130113	0.151432	0.074834	0.133978	0.330162	0.31907	0.095335	0.088808	0.444115	0.181643	0.511631	0.331372
1700001J03Rik	0.634816	0.648314	0.740135	0.485401	0.510754	0.238342	0.163976	0.278836	0	0.975139	0.741918	1.225024	0.749986	1.224655	2.162
1700001K19Rik	0.28737	0.106466	0.428446	0.380844	0.297461	0.079889	0.329576	0.250684	0	0.151227	0.254481	0.465316	0.571178	0.242435	0.512252
1700001L05Rik	0.993281	0.934159	0.928339	0.588933	1.315217	1.126614	0.943381	1.100548	1.115697	1.235986	0.925193	0.930942	0.857289	1.164837	0.925496
1700001O22Rik	1.54837	1.600709	1.885545	0.946095	2.062614	1.290489	2.210698	1.478433	1.857448	1.99026	1.159442	2.865668	1.090635	0.600357	1.644956
1700003D09Rik	0.8125	0.540981	0.560556	0.902694	0.85283	1.399999	0.321766	1.093341	0.256926	0.638344	0.436711	0.371207	1.191307	0.279438	0.313921
1700003E16Rik	0.731606	0.607976	0.78148	0.462295	0.736424	0.717453	1.050065	0.974199	0.766159	1.212899	1.020567	0.672965	0.904493	0.703649	0.279334
1700003M07Rik	0.563608	0.477009	0.655366	0.590157	0.178156	0.084683	0.267597	0.302638	0.270194	0.179218	0.472744	0.633543	1.325276	0.310858	0.62683
1700006J14Rik	0.388702	0.246911	0.094842	0.142541	0.182062	0.025357	0.12078	0.150486	0.157517	0.259588	0.313957	0.05977	0.077755	0.46616	0.155014
1700007E05Rik	0.033157	0.013965	0.144364	0.03426	0.107601	0.549437	0.072977	0.125144	0.038702	0.085613	0.111214	0.086482	0.175683	0.040552	0.095362
1700007J10Rik	0.343498	0.416158	0.239974	0.270649	0.076339	0.075673	0.136497	0.165626	0.02296	0.216349	0.146579	0.367975	0.57021	0.176358	0.185649
1700007L15Rik	1.214067	1.060054	0.875268	0.534714	1.734964	1.218918	0.546765	1.121769	0.891912	1.040887	1.104209	1.110144	0.45192	1.226374	0.845857
1700008B11Rik	0.621115	0.244164	0.056361	0.17796	0.139387	0.17468	0.049423	0.347038	0.087777	0.151463	0.044512	0.053226	0.114553	0	0.218988
1700008J07Rik	1.354299	1.409106	1.075546	0.758838	1.230892	0.82461	0.911059	1.300345	1.099041	1.640988	1.368063	1.581533	0.998727	0.974043	1.106544
1700008O03Rik	0.033141	0.118249	0.084869	0.095679	0.05259	0.075033	0.0341	0.083115	0	0.199986	0.106636	0.422679	0.097355	0.029391	0.038117
1700010I14Rik	1.251724	1.350892	1.182577	0.552482	1.27484	1.509612	1.605061	1.682508	1.107714	1.190153	1.975928	1.326394	1.104042	1.266576	0.697843
1700016A09Rik	0.283658	0.127554	0.01386	0.148306	0.254552	0.219816	0.135319	0.107528	0.090078	0.044586	0.056765	0.357281	0.137312	0.058846	0.54479
1700016C15Rik	0	0.248517	0.401174	0.227676	0.322373	0.160515	0.189351	0.293205	0.095345	0.162248	0.08727	0.213772	0.049866	0.354016	0.158802
1700016H13Rik	0.104213	0.110019	0.253941	0.29847	0.179878	0.241512	0.081065	0.25853	0.357437	0.296527	0.102902	0.098131	0.052456	0.151739	0.298383
1700016K19Rik	1.441593	1.568092	2.734014	0.533917	3.02907	0.597588	1.557361	0.95558	3.889426	2.921877	2.446445	1.142629	0.248369	1.784758	1.961785
1700016P03Rik	0.214633	0.022783	0.090684	0.435412	0.005242	0	0.281713	0.013453	0.038559	0	0.125024	0.147461	0.389052	0.08275	0.172416
1700017B05Rik	4.967032	5.125476	3.762668	5.207092	2.18922	4.289937	5.119267	4.767844	3.123145	4.119413	4.243501	3.410997	5.947979	3.873252	4.236727
1700018A04Rik	0.305975	0.402889	0.255687	0.494409	0.16621	0.268557	0.239409	0.131202	0.040814	0.334549	0.12886	0.374682	0.82884	0.13121	0
1700018A14Rik	0.343054	0.085604	0.205128	0.093317	0.075481	0.011013	0.062998	0.142373	0.136288	0.072889	0.05797	0.159984	0.156496	0.060268	0.194889
1700018A23Rik	0.296445	0.934826	0.46035	0	0.847072	0.753072	0.862101	0.56467	0.623955	0.315367	0.513271	0.668093	0.366622	1.032012	0.507592
1700018L02Rik	0.317509	0.249767	0.174718	0.157426	0.357085	0.226151	0.400493	0.234686	0.106503	0.214942	0.425847	0.219414	0.166559	0.192744	0.183895
1700019D03Rik	1.544694	1.379251	2.030058	1.533278	1.708387	3.156366	1.631526	1.410785	2.504548	2.487019	1.474932	0.866156	1.28958	2.36052	2.011235
1700020L24Rik	5.243513	5.574609	6.430824	3.493072	5.94998	6.928183	10.461884	10.420271	6.05579	8.605285	5.488197	4.958208	4.292688	6.03496	5.00977
1700021J08Rik	2.828566	3.172332	3.20982	1.018769	4.058786	2.437037	2.358861	2.61637	2.820893	2.829273	6.109708	4.518685	2.243213	2.851686	2.267993
1700022I11Rik	0.044868	0.129724	0.061569	0.043289	0.11609	0.029814	0.029005	0.060717	0.074905	0.038214	0.052143	0.028416	0.116591	0.042424	0.040368
1700022N22Rik	0.326488	0.468625	0.450402	0.382847	0.431548	0.270721	0.158382	0.277094	0.244958	0.35069	0.256455	0.43526	0.249203	0.148444	0.53422
1700025G04Rik	1.160211	1.022777	1.141271	2.151856	0.379373	0.819879	0.884563	0.895929	0.584627	0.976107	0.809771	0.920144	2.142516	0.998295	0.873709
1700025N21Rik	0.175542	0.168216	0.166327	0.321636	0.349172	0.136652	1.126095	0.245935	0.259027	0.123039	0.276055	1.411629	0.098577	0.449597	0.685739
1700025N23Rik	0.216944	0.152647	0.137438	0.275507	0.28896	0.168471	0.180882	0.420731	0.06749	0.231968	0.065945	0.654726	0.230955	0.405506	0.927672
1700028E10Rik	0.281484	0.402091	0.1704	0.174183	0.319427	0.075158	0.174918	0.306012	0.144986	0.279147	0.298021	0.22926	0.294354	0.356149	0.393878
1700028J19Rik	1.102567	0.957636	0.872904	0.528358	1.087738	0.666064	1.007964	1.342916	0.541991	1.376614	0.777307	0.829977	0.518268	0.58952	0.782142
1700028K03Rik	0.219133	0.419075	0.204646	0.158775	0.183949	0.027877	0.425151	0.379256	0.224758	0.212577	0.285622	0.500524	0.288899	0.314671	0.290907
1700029J07Rik	0.947438	1.03328	0.825828	1.339207	0.430147	0.274509	0.921385	0.730611	0.47153	0.523215	0.483496	0.975686	1.16382	0.629317	0.53293
1700029K24Rik	1.739496	1.948476	1.874988	1.932332	1.194044	0.898348	0.911681	1.626227	0.225576	0.900659	1.145437	1.324022	2.6555	1.162421	2.027084
1700030A11Rik	1.435844	1.206566	0.53333	0.152466	0.126224	0.725596	0.060956	0.248451	0.572876	0.894632	0.904087	0	0.125603	0.220716	0.219707
1700030C10Rik	1.380186	1.31568	1.091987	0.787741	1.536354	1.509256	2.664076	3.005841	0.757305	1.494915	2.623308	2.627461	1.153101	1.552417	2.284758
1700030J22Rik	0.163507	0.273268	0.165728	0.103286	0.158992	0.243202	0.239532	0.217674	0.26065	0.341598	0.46178	0.174419	0.138715	0.258506	0.049306
1700030K09Rik	2.157818	2.352495	2.261485	2.27462	1.754739	1.124969	1.944647	2.432134	2.11559	2.764032	2.964329	2.195044	3.550425	1.783168	1.570814
1700034H15Rik	0.38973	0.547706	0.490123	0.216377	0.726492	0.461164	0.35872	0.574708	0.419069	0.594779	0.523013	0.784045	0.348631	0.645336	0.685506
1700034P13Rik	0.301038	0.250892	0.134278	0.14063	0.175912	0.55656	0	0.113905	0.493733	0.045865	0	0.428762	0.155273	0.48351	0.53911
1700037C18Rik	1.931582	2.324416	1.948557	1.388193	2.967072	1.379858	3.440755	2.17482	2.003831	2.290502	2.326445	2.552353	1.547062	2.582105	2.234009
1700037H04Rik	17.769031	15.249038	20.77209	19.304696	19.333319	15.428856	13.60839	15.801816	15.325407	18.121328	15.560434	12.577736	19.64777	9.87399	17.076335
1700040D17Rik	0.107905	0.108577	0.355587	0.372572	0	0.111417	0.298671	0.139991	0.247751	0.084383	0	0.273163	0.445102	0.085373	0.108293
1700041G16Rik	0.098397	0.160821	0.10192	0.298569	0.110146	0.084021	0.270819	0.108988	0.099292	0.124672	0.233444	0.199826	0	0.167427	0.125011
1700047K16Rik	0.348353	0.351186	0.236529	0.535359	0.088139	0.132201	0.407837	0.406825	0.211699	0.225689	0.339949	0.357457	0.442351	0.422557	0.321274
1700047M11Rik	0.504484	0.890736	0.738609	0.858472	0.353318	0.083588	0.247933	0.324741	0.401222	0.232994	0.160308	0.778732	1.602651	0.480016	0.385949
1700048M11Rik	0.658528	0.60607	0.486011	0.660846	0.408678	0.273552	0.632807	0.653457	0.524401	0.40306	0.7124	0.453821	0.68079	0.319503	0.346324
1700048O20Rik	0.382577	0.669875	0.531117	0.963519	0.157384	0.361525	0.50184	0.332013	0.257461	0.237962	0.507203	0.730689	0.911803	0.483881	0.901037
1700052K11Rik	0.886874	0.976558	0.998557	1.078916	0.811312	0.695334	0.785472	1.117979	0.655561	0.918954	0.767519	1.356765	1.539238	1.365178	0.841658
1700054A03Rik	0.03472	0.02023	0.117878	0.063582	0.0829	0.002582	0.034738	0.183044	0.176424	0.130712	0.182851	0.072167	0.042856	0.018555	0.064521
1700055D18Rik	0.135444	0.066861	0.129756	0.079928	0.215412	0.107285	0.098347	0.138904	0.161695	0.193324	0.276054	0.3299	0.06245	0.227494	0.192558
1700056E22Rik	0.57552	0.440227	0.326755	0.255153	0.474063	0.463902	0.554386	0.755905	0.489108	0.608496	0.71845	1.062788	0.331861	0.691628	0.586629
1700056N10Rik	0.462417	0.303977	0.536688	0.470636	0.68314	0.272853	0.701752	0.821213	0.049144	0.345987	0.528144	1.064474	0.594273	0.484566	0.57187
1700057G04Rik	1.42717	1.167847	2.697973	0.269268	3.611295	0.133346	0.127402	0.408431	2.766953	1.745785	3.8057	1.819334	0.331975	6.802089	1.051141
1700058P15Rik	5.659213	5.326249	4.661344	4.103257	2.023221	5.351671	4.229211	4.685965	1.236372	4.283009	4.124989	2.830396	5.799325	2.448273	3.692604
1700060J05Rik	0.868384	0.406144	0.464372	0.599216	0.550819	0.930045	0.338924	0.711262	0.828813	0.696464	0.465891	0.094689	0.316123	0.645436	0.61042
1700061H18Rik	0.478325	0.312523	0.2318	0.104017	0.26286	0.277093	0.226938	0.207337	0.318278	0.111003	0.30921	0.25638	0.112264	0.793314	0.287083
1700063J08Rik	0.354441	0.077795	0.169616	0.077658	0.292351	0	0.088827	0.050856	0.311933	0.103175	0.156169	0.066399	0.185456	0	0.360192
1700063K16Rik	0.014157	0	0.072649	0.013499	0.064566	0.043203	0.063634	0.008587	0	0	0.08161	0.002676	0.138382	0.517529	0.171071
1700064N11Rik	0.870949	0.891701	1.16475	0.556273	1.252223	0.789844	0.765874	1.058262	1.095066	0.619869	1.363271	1.745785	1.008876	1.162383	1.307304
1700066M21Rik	1.903646	1.426494	1.207906	1.696267	1.247828	2.308193	1.794479	1.533217	1.2174	1.97204	1.199695	1.189164	1.944298	1.370484	1.205104
1700067K01Rik	0.44017	0.446726	0.392839	0.348351	0.51152	0.390718	0.457571	0.38197	0.215727	0.283353	0.284946	0.92016	0.419876	0.525787	0.181843
1700080G18Rik	0.66973	0.60501	0.755526	0.755286	1.064455	0.196587	1.167858	1.090074	1.471228	1.201321	1.163108	1.69577	0.735385	2.258049	1.509286
1700081N11Rik	0.064627	0.421715	0.493875	1.104454	0.048099	0.088074	0	0.024193	0.053752	0.069903	0.102722	0.280964	0.58123	0.210303	0.088701
1700084E18Rik	0.256082	0.157036	0.158521	0.208038	0.333892	0.138318	0.24917	0.318295	0.085307	0.287647	0.194283	0.245698	0.164688	0.495968	0.438999
1700085D22Rik	1.187826	1.101007	1.26235	1.066295	0.968834	1.239784	1.089328	1.119395	1.176463	1.0904	1.179316	1.161916	1.404334	0.801628	0.512905
1700086L19Rik	0.147462	0	0.216892	0.274486	0.128952	0	0.086472	0.076142	0.065053	0.049101	0.069749	0.081207	0.436104	0.214974	0.266289
1700086O06Rik	1.09726	1.136365	1.254016	0.930595	1.070471	0.402349	1.204785	1.176463	1.777846	1.692149	1.490901	1.828005	0.994132	1.708899	1.800636
1700087I21Rik	0.01855	0.083891	0.104242	0.15785	0.02387	0.041317	0.081107	0.024099	0.039477	0.025629	0.012161	0.171335	0.228767	0.071354	0
1700088E04Rik	1.376046	2.041778	1.497401	1.389098	1.714124	0.609026	1.505325	0.940713	0.979394	1.370759	1.596515	1.12985	1.648335	2.107868	0.99381
1700093K21Rik	0.043464	0.062501	0.161003	0.107989	0.101777	0	0.035455	0.056406	0.09338	0.137501	0.062027	0.649788	0.325127	0.342846	0.287053
1700096K18Rik	2.328588	1.723762	1.817755	1.191648	1.536673	1.675983	1.578547	2.076219	1.738797	1.446667	2.096661	2.049921	1.591026	3.548365	2.917039
1700097N02Rik	0.845358	0.6575	0.31074	0.302649	0.415749	1.085063	2.101615	1.424756	0.584752	0.408433	0.511595	0.859167	0.057173	0.328646	0.889677
1700101I11Rik	0.134676	0.092096	0.058305	0.103011	0.134667	0.076206	0.00671	0.048756	0.009361	0.068587	0.04256	0	0.051171	0.094062	0.197456
1700102H20Rik	0.207991	0.151497	0.109227	0.107521	0.144671	0.160754	0.353752	0.442561	0.203904	0.248192	0.056612	0.041401	0.160795	0.201997	0.289951
1700102P08Rik	0.758963	0.854092	0.589043	0.787053	0.393198	0.399651	0.734648	0.385873	0.264114	1.03133	0.533713	0.774852	0.578395	0.567892	0.292918
1700105P06Rik	0.111425	0.062734	0.154334	0.13677	0.098125	0.034278	0.053919	0.127048	0.065264	0.070984	0.042602	0.061936	0.086792	0.04691	0.099809
1700108F19Rik	0.304068	0.662578	0.672632	0	0.591884	0.904557	0.811359	0.298496	0.474551	0.394852	0.44226	0.346638	0	0.183555	0.594472
1700109H08Rik	0.567694	0.359166	0.917579	1.028023	0.462653	0.344242	0.258548	0.337637	0.109497	0.645836	0.22689	0.610303	1.300728	0.594709	1.095076
1700109K24Rik	0.198233	0.560918	0.364188	0.555173	0.262988	0.154222	0.24181	0.346047	0	0.212846	0.059518	0.207178	1.262742	0.140126	0.403164
1700110C19Rik	0.055724	0	0.117655	0.206204	0.088065	0.065216	0	0.03344	0.055115	0.098605	0	0.243262	0	0.082694	0
1700110K17Rik	1.747386	1.911223	1.771554	0.232473	1.607842	0.472983	0.775486	1.11315	1.490319	1.976697	1.000206	0.854207	1.113813	2.200734	1.431015
1700112J16Rik	0.126268	0.158118	0.115972	0.096103	0.212589	0.258337	0.11222	0.111628	0.0972	0.212954	0.195947	0.133177	0.211292	0.315932	0.249582
1700113A16Rik	1.572264	0.653942	0.978119	0.486098	0.549414	0.709885	0.793306	1.325629	1.069561	0.895143	1.303675	1.050358	1.186022	0.984102	0.357889
1700119H24Rik	0	0.24711	0.092329	0.08022	0.398849	0.126325	0.324175	0.272228	0.258612	0.190854	0.07799	0.559714	0.118573	0.338953	0.218063
1700120C14Rik	0.320534	0.395073	0.720879	0.29772	0.826431	0.707233	0.507405	0.759399	0.452898	0.24995	0.819477	0.904893	0.387966	0.764085	1.279941
1700123M08Rik	0.401079	0.360857	0.45289	0.618766	0.202746	0.103892	0.286479	0.406129	0.092786	0.349864	0.318302	0.234459	1.046501	0.470396	0.193254
1700123O20Rik	15.746358	12.367817	12.675212	12.383662	15.643344	16.373877	14.583181	16.012985	15.470723	15.817698	14.115472	8.515453	9.571392	18.42237	15.981746
1700124L16Rik	0.232344	0.431559	0.375196	0.294196	0.242415	0.191482	0.433482	0.174276	0.214397	0.177292	0.249838	0.503703	0.130237	0.270204	0.298288
1700126G02Rik	0.137851	0.162003	0.134897	0.13812	0.093718	0.201434	0.034982	0.373298	0.063666	0.154729	0.095805	0.101066	0.285995	0.127051	0.187118
1810006J02Rik	0.570757	0.319411	0.591527	0.073976	1.548249	0.565336	0.993802	1.141777	0.456474	1.075648	1.844588	1.110994	0.155095	0.724296	1.506128
1810008I18Rik	0.130836	0.071639	0.266427	0.29236	0.174475	0.542256	0.133874	0.255638	0.064887	0.313053	0.039039	0.088902	0.114861	0.186741	0.067337
1810009A15Rik	10.009648	9.75291	11.030056	8.522548	12.109423	11.784074	12.313784	11.563391	9.835947	13.607738	12.684632	9.191764	11.1863	9.726234	7.900444
1810010H24Rik	1.026943	0.808311	1.12334	1.164563	0.949807	0.843428	0.79481	0.805111	1.017231	1.228733	1.003031	1.143927	0.712036	1.115504	1.929163
1810012K08Rik	0.867264	0.465666	0.7144	0.56108	0.441358	0.860985	0.548661	0.820353	0.504271	0.580003	0.50466	0.550275	0.735063	0.429734	0.485338
1810012K16Rik	0.181448	0.315157	0.254573	0.195841	0.299238	0.646244	0.297799	1.116723	0.237836	0.31488	0.293934	0.402729	0.418501	0.141189	0.538492
1810014B01Rik	1.467681	1.693553	1.309336	1.560667	0.930939	1.328177	1.668677	1.734994	1.243504	1.153533	1.107363	1.14726	2.234127	1.453358	0.939445
1810017P11Rik	5.598401	8.622374	5.653727	2.911901	6.804832	2.20283	5.947278	5.448808	4.343626	5.711468	7.083378	8.679256	4.137444	7.772747	2.881855
1810019D21Rik	10.343001	20.035809	11.293603	3.467005	13.059012	10.674085	17.468346	17.339332	7.44049	10.143384	21.089014	27.426739	6.406686	14.980687	14.152593
1810019N24Rik	0.083416	0.098683	0.230712	0.115637	0.22582	0.064811	0.079716	0.24603	0.334508	0.206549	0.297561	0	0.130852	0.161236	0.072808
1810021B22Rik	2.71429	1.98805	2.259328	1.377883	1.871301	1.872425	2.566028	2.490555	2.114172	2.520994	2.658413	2.702172	1.733393	2.126427	2.242143
1810024B03Rik	0.289747	0.350051	0.397773	0.27458	0.494943	0.10125	0.312542	0.356789	0.262944	0.561837	0.352752	0.164469	0.293109	0.475821	0.341322
1810030O07Rik	8.117367	7.201088	8.118392	8.336518	7.600991	10.229091	9.637292	10.986969	8.32812	9.325428	7.892806	7.498899	8.206055	8.756453	9.23733
1810034E14Rik	2.281486	1.889482	2.005016	1.144284	2.347974	1.68703	1.299114	2.329035	1.744139	2.394604	2.938201	1.319084	1.438308	2.791267	1.702732
1810037I17Rik	54.551723	62.960682	69.454216	42.511795	66.065384	56.758862	90.544846	59.774456	66.674408	54.977665	67.05864	58.321194	30.942245	85.751373	71.390511
1810041H14Rik	0.363926	0.240714	0.322344	0.367863	0.402622	0.156656	0.83206	0.864269	0.252404	0.701468	0	0.270636	0.07819	0.317252	0.072168
1810044D09Rik	2.898077	2.695448	2.363389	1.21041	4.961538	1.823504	1.816312	2.773126	3.561644	2.944433	4.467865	3.62961	1.310905	3.806293	3.721382
1810055G02Rik	5.969708	5.164793	6.284955	6.547522	5.520208	6.361001	5.578455	5.823453	4.98272	6.953575	5.049106	6.390327	10.970537	3.467839	5.293996
1810059H22Rik	2.105987	1.972882	2.053771	2.073465	2.844981	1.103913	1.587161	1.558902	1.652698	2.336169	1.934779	3.804558	2.83155	2.06565	1.204654
1810062G17Rik	0.75102	0.687223	1.152646	0.994966	0.479132	0.477179	0.569284	0.596451	0.370277	0.818382	0.86003	0.957267	0.79156	0.667813	1.063529
1810062O18Rik	0.496269	0.631711	0.515859	0.781726	0.471106	0.5383	0.639876	0.839047	0.892255	0.874035	1.122378	1.382743	0.872997	1.362443	0.850491
1810064F22Rik	0.254788	0.140738	0.360833	0.212631	0.17801	0.169925	0.027957	0.154983	0.168983	0.396328	0.239767	0.28923	0.156388	0.21779	0.103646
